,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
127,127,127,2281664328,STEEL🗯,SuperheroSteel,"Fan of #DC, #Marvel, Sci-Fi & More! ☆ #ReleaseTheAyerCut",2014-01-08 06:02:21+00:00,25892,24675,"['26995107', '3012534790', '2316738511', '46292816']","[104, 126, 110, 7]","[""We're sonically screwed, alright!\n#Deadpool #DrWho https://t.co/MnQDKuavjL"", 'When someone cuts you off..\n(via @KidmanMakino) https://t.co/HOZUgTD2Yj https://t.co/sfSvHsiOZq', 'Tryna find something good on your TL like.. https://t.co/8EaCDafzwP', ""#WhoWillWin? We, the fans! That's who!\n#Batman V #Superman Fan art by MessyPandas: https://t.co/K7HlzBTHbB https://t.co/zU6dWVLmoR"", '#MakeAMovieWhiter Joseph Fiennes Cast as Michael Jackson in 911 Road Trip Drama. https://t.co/70koQCbauM #truestory https://t.co/qU3PAfO3Ug']","[692478003708821504, 692466705046638592, 692410294753173504, 692392220314324992, 692357103004942336]","[24, 33, 36, 27, 19, 5, 2, 0, 1, 0, 0, 0, 0, 0, 1, 4, 17, 14, 25, 15, 24, 21, 23, 24]","['busy', 'normal', 'normal', 'busy', 'busy', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","STEEL🗯 aka SuperheroSteel is a devoted fan of DC, Marvel, and Sci-Fi. With a passionate following and engaging tweets, STEEL🗯 shares insights and humor related to favorite fandoms, while also advocating for fan-driven campaigns like #ReleaseTheAyerCut. Known for a blend of entertainment news, fan art appreciation, and witty commentary, SuperheroSteel's account is a vibrant hub for fellow enthusiasts."
128,128,128,180470868,Vicky Ann Robinson,toriarobbo,#vickyannrobinson #wiccan #wrestlingfan #paranormalfan #gothgirl #rockchick on instagram vic2dean,2010-08-19 18:26:31+00:00,2585,3751,"['120447963', '2281664328']","[82, 127]","['@baabra1950 That so nice! Thank you! 👍', '@RogerPowrTweetr @alphafemale1 @MBaynham @PJPOLACO I block them too!👍', 'Cake or death? Which will it be?😈👍 https://t.co/O41nr1VmLG', ""@perry_music @MBaynham @tobywotx solitaire, burnout, fable what's your game?"", '@perry_music @RogerPowrTweetr @MBaynham @PJPOLACO @alphafemale1 Say what now?']","[692444824767762433, 692081530169094144, 692080699457806336, 692079049825452033, 692078721075904512]","[0, 0, 0, 0, 0, 4, 0, 2, 5, 1, 0, 1, 1, 0, 0, 0, 7, 1, 5, 11, 16, 2, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'active', 'busy', 'busy', 'off_line', 'off_line', 'off_line']","Vicky Ann Robinson, known online as toriarobbo, is a goth girl and rock chick who embraces her Wiccan beliefs. With a passion for wrestling and all things paranormal, she exudes a mystical and edgy vibe. Her active presence on Twitter, with a following of 2585, showcases her witty and engaged interactions with followers, discussing topics ranging from gaming to sharing positive feedback. Follow her on Instagram for more under vic2dean."
129,129,129,3297043269,Anju,CIdentidade,"Arquiteto e Urbanista.
Descobrir que além de ser um anjo, eu tenho cinco inimigos.",2015-05-24 21:31:22+00:00,3253,927,"['3229108261', '26995107', '2281664328', '1301529636', '592815294', '3646911']","[123, 104, 127, 50, 75, 43]","['""Tem dias em que é muito difícil acreditar que o sol que brilha pra você é o mesmo pra todo resto do mundo.""', 'Space cowboy https://t.co/VrRHWya9sY', 'Como eu já disse, esse sou eu 24 horas por dia. https://t.co/2YySTENTnQ', 'Querida gente branca, calem a boca.', 'Por que as pessoas dão tanta importância para as desavenças alheias? Principalmente quando essas não dizem nada a respeito delas?']","[692469524440944642, 692461716001681408, 692455379435941890, 692452332718657536, 692451271966605312]","[116, 171, 208, 173, 39, 4, 0, 0, 0, 0, 0, 0, 5, 38, 66, 66, 160, 197, 176, 177, 169, 176, 180, 177]","['active', 'active', 'active', 'active', 'normal', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'normal', 'normal', 'normal', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']","Anju, known as CIdentidade, is an Architect and Urbanist who recently discovered she possesses the qualities of an angel but faces five enemies. With a Twitter account created in 2015, she has amassed a following of 3253 and follows 927 users. Anju's tweets often reflect deep thoughts, social awareness, and a hint of rebellious spirit, touching on topics from self-reflection to social justice."
130,130,130,34651230,卂ㄚ乇乇乙_ㄖ爪丨,Omi_Dollah,"an introvert who speaks his mind at times...if you can't handle it, then don't ask me for opinions...",2009-04-23 16:06:37+00:00,444,2323,['3646911'],[43],"['starting soon....bismillah...', 'off to work with little sleep...morning tweoples...', 'waking up in a few more minutes...shall take a short nap...', ""can't sleep &amp; i'm online shopping on Carousell instead..."", 'feel like cutting hair later...']","[692480400619347968, 692476340772212737, 692445764434411522, 692442163875975168, 692432837694349312]","[9, 45, 6, 14, 14, 28, 69, 32, 44, 27, 21, 40, 33, 29, 31, 40, 40, 37, 26, 62, 57, 23, 10, 3]","['busy', 'normal', 'busy', 'busy', 'busy', 'busy', 'normal', 'normal', 'normal', 'busy', 'busy', 'normal', 'normal', 'busy', 'normal', 'normal', 'normal', 'normal', 'busy', 'normal', 'normal', 'busy', 'busy', 'off_line']","Character Description:
Name: 卂ㄚ乇乇乙_ㄖ爪丨
Username: Omi_Dollah

Description: 卂ㄚ乇乇乙_ㄖ爪丨 is an introverted individual who values honesty and straightforwardness. With a history of tweeting about a mix of personal routines and thoughts, they tend to express themselves authentically and unapologetically, even if it ruffles some feathers. Despite their rather low follower count, they have managed to cultivate a small but engaged Twitter following who appreciate their candid and sometimes bold opinions.

Personality Traits: Introverted, Honest, Direct, Opinionated

Summary of Twitter Activity: Shares personal updates, thoughts on daily experiences, and occasionally expresses strong opinions. May engage in online shopping and contemplate lifestyle changes like cutting hair."
131,131,131,1475255018,Moved to @DatMagneto,Love4Nerds,Moved to @DatMagneto,2013-06-01 17:26:07+00:00,156,380,['3646911'],[43],"['Hey everyone! https://t.co/BAmNja7Pvg', 'He regretted jumping so much 😂 (Vine by @PuppyPlanetVine) https://t.co/OPpGJTZLEB', 'https://t.co/CdeXU0XfWk', ""So I've started a collection on #Fallout4 https://t.co/jmTUYLA2Hf"", ""Vote for me on @StarGirlApp and I'll vote back! Promise! https://t.co/8jNH1fy2zx""]","[691694707005591552, 690682035447402496, 690263475860348928, 690244159098134529, 690088428541775873]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Meet Love4Nerds, who recently changed to @DatMagneto. With a strong passion for gaming evident in tweets about #Fallout4 collections, Love4Nerds engages with the Twitter community by exchanging votes on @StarGirlApp. Their humor shines through Vine shares and light-hearted posts. Despite having more following than followers, Love4Nerds is undoubtedly a friendly and enthusiastic individual on social media."
132,132,132,51506962,Earl Mills,BluKarinthi,What would Keanu do,2009-06-27 18:04:35+00:00,116,249,['3646911'],[43],"[""I bet Big Brother didn't even ask Gillian to take poo samples. She's just some sick fetishist that likes other people's shit. Weirdo #CBB"", ""Lo and behold, Nintendo's continued random censorship of western releases continue. Don't care at the moment but it sets a standard..."", 'DC, I love you and I want nothing more than your movies to be a success, especially Wonder Woman, but stop releasing the SAME trailer.', ""I LOVE the Nostalgia Critic but I think I'm loving his editorials even more. They are SO spot on. @ChannelAwesome"", '@PeanutButterGmr you magnificent man you.']","[692474125097553923, 692445122886254597, 692351892245123073, 692346435602419713, 692101459857543168]","[0, 0, 0, 0, 0, 0, 6, 0, 14, 1, 1, 2, 10, 8, 16, 5, 6, 16, 9, 21, 17, 32, 24, 3]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'active', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'off_line']","Earl Mills, known online as BluKarinthi, is a pop culture enthusiast with a witty and sarcastic sense of humor. He often engages in discussion about media censorship, movie trailers, and pop culture personalities. Earl's username suggests a casual attitude mixed with a hint of curiosity, akin to the phrase ""What would Keanu do."" With a modest following, Earl's tweets showcase his bold opinions and affinity for online entertainment commentary."
133,133,133,172186552,Luis Zambrano,luiszambranov,"ecuatoriano, guayaquileño y emelecista. ""No pienso esperar al tiempo porque él nunca se paró a esperarme""",2010-07-29 03:01:36+00:00,780,1852,['2281664328'],[127],"['@robertpalacios1 Complejo Deportivo? \n\npsd. La camiseta que sea es 10mil veces mejor que las marathon', '@ciudadaniainfo hagan en Gye también y pongan de opción ""pronto sin empleo"" como otra opción', '@Pontifex_es La Misericordia a veces es mas importante que cumplir una ley #anotado', '@FordQuitoMotors No entiendo que tipo de personal contratan que no pueden dar buena atención al cliente. @Quejateaquiecc @PesimoServicio', 'Pésimo Servicio post-venta de @FordQuitoMotors Durante 3 meses buscando un mísero papel para poder levantar un gravamen. Y sigo esperando']","[691772922323734529, 691626266907283456, 690552916919320577, 690186171578736640, 690185915289985024]","[6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 1, 3, 1, 0, 0, 0, 3]","['busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Luis Zambrano, also known as luiszambranov on Twitter, is a proud Ecuadorean from Guayaquil and a devoted fan of Emelec. With a determined spirit reflected in his quote, ""No pienso esperar al tiempo porque él nunca se paró a esperarme,"" Luis engages actively on Twitter, sharing thoughts on various topics, from sports to customer service experiences. He values sincerity and is unafraid to speak up when faced with unsatisfactory service. Luis has built a modest following since joining Twitter in July 2010, showcasing his passionate and vocal personality online."
134,134,134,1601201179,Karl Keogh 🎬,darkdetective87,Lover of cinema!,2013-07-17 15:14:24+00:00,192,598,['3646911'],[43],"[""Having a lazy Sunday checking out #thesevendeadlysins anime. I'm about halfway through and it's very enjoyable! https://t.co/cIUUV11PF9"", ""#TheBigShort is a pretty good movie. It's like Goodfellas but about a financial crisis instead of being about violent gangsters."", ""@BigRedVikin9 The reviews for the remake are pretty bad. Stick with the original. Extreme cinema at it's best, if that's what you're into."", ""#SuicideSquad looks pretty good. A lot funnier than I was expecting. I hope Joker isn't shoehorned into the film just because he's Joker."", ""Here's my video where I talk about my favourite movies of 2015.\nTake a look: https://t.co/RpeajSwCHM""]","[691281975366324227, 690603983111639040, 690202474100191232, 689681906753994752, 689416602186448896]","[0, 1, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2, 0, 1, 1, 1, 4, 1, 0, 0, 1, 1]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Character Description:
Name: Karl Keogh 🎬
Username: darkdetective87
Description: Lover of cinema!
Karl Keogh, known online as darkdetective87, is a passionate film enthusiast with a sharp eye for engaging storytelling. With a following that appreciates his movie insights, Karl often shares his views on various films, sparking discussions on classics, remakes, and hidden gems. A keen observer of cinematic trends, he enjoys exploring both obscure anime series and critically acclaimed blockbusters, always looking to uncover the next great cinematic experience. Karl's Twitter feed is a blend of thoughtful movie reviews, recommendations, and video content where he delves into the art of filmmaking, captivating his followers with his deep love and knowledge of the silver screen."
135,135,135,228060840,Parampreet (she/her/hers),PamBahia1,MAPharmT ♥️ #LEGO #AFOL #StarWars #Marvel #DC fan. #AFOLPamBuilds All Views are my own.,2010-12-18 16:09:24+00:00,2256,2110,"['3646911', '1001524393']","[43, 16]","['Love the AFOL forum. Asked for advice &amp; got given free bricks I was searching for! Now to order other parts frm @LEGO_Group 😁 \n#minibuild', ""@HospChiefPharm defo not hubby's cup of tea. I'm ok with the subtitles...got a tad weird ep1 so re watched 😁"", 'I trust you! Had to watch episode 1 twice (hubby wanted to watch it!) abt to watch 2nd episode! #hooked #100Code 😁 https://t.co/1ese0vz41p', ""Gonna give #100Code a try. Hope it's a good series @skyatlantic \n#tellyaddict at mo... 😁"", '@RSharmaPharma 😊\nLooking forward to catching up on Sat!']","[692476207280058376, 692475618127142912, 692433092435402753, 692397925792665602, 692111133470298112]","[1, 0, 0, 0, 0, 0, 0, 6, 22, 3, 3, 4, 14, 7, 5, 8, 7, 12, 17, 22, 27, 17, 10, 15]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'active', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy']","Parampreet, also known as PamBahia1, is a passionate and sociable individual with a love for LEGO, Star Wars, Marvel, and DC. She enjoys engaging with the AFOL community, sharing her builds through #AFOLPamBuilds. With a friendly and curious nature, Parampreet often interacts with fellow fans and seeks out new TV series to watch. Her active presence on Twitter showcases her enthusiasm for entertainment and connecting with others who share her interests."
136,136,136,19439947,ทามะตรอน,tamatron,널 생각만 해도 난 강해져 :: 영원히 소녀시대 💗 권유리 / 안유진 / aimsatida / applelapisara / dc comics,2009-01-24 09:56:42+00:00,4172,661,"['2765062486', '3769927519']","[2, 45]","['160127 เอม - ฟ้า @ SLOW Light Market https://t.co/ZhP3SwqaIt #TeamAIMazing #SLOWlightmarket2016', '@Booky70 อ่านได้ใจความแบบนั้นล่ะ', '@Booky70 ให้ไรท์เตอร์มาฟีเจอริ่งกัน???', '@Im_Amp @CookiesCreamAN ลืมตั้งเสียงด้วยอะ ลำโพงแตกเลย 5555555', '@CookiesCreamAN สรุปชั้นเป็นป้าหรือปู่ ชั้นสับสน 555555']","[692412618976464896, 692406595637100545, 692405192512397312, 692402659341537281, 692401593178853376]","[3, 14, 117, 76, 70, 71, 79, 53, 47, 54, 52, 35, 61, 85, 63, 63, 22, 21, 7, 0, 0, 0, 0, 1]","['off_line', 'busy', 'active', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Name: ทามะตรอน
Username: tamatron

Description: ทามะตรอน is a devoted fan of various entertainers and media franchises, including 권유리 and DC Comics. They find strength in their thoughts and hold a special place for the group Girls' Generation. With a diverse range of interests reflected in their past tweets, they engage with different communities and share their experiences openly on Twitter.

Personality Traits: Dedicated, multi-fandom, reflective

Twitter Activity Summary: ทามะตรอน actively engages with content related to their favorite artists and events, shares personal experiences, and interacts with a broad online community. Their tweets showcase a blend of enthusiasm, humor, and thoughtful reflections."
